id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank,complexity,width,length,depth,weight
246784,Cryptid,2018,329,7.16656,7.43135,16439,0,,,,75,,248,,,2.2591,10.8268,7.48031,2.75591,2.49122
239188,Chronicles of Crime,2018,330,7.16593,7.54578,24342,0,,,,,,,88,,2.0602,11.6142,11.6142,2.3622,2.09439
291572,Oath,2021,331,7.16558,7.72608,8954,0,,,,,,236,91,,4.1188,10.748,16.063,3.07087,6.49923
27833,Steam,2009,332,7.16515,7.54339,10417,0,,,,,,221,,,3.4535,9.44882,11.6142,3.14961,3.1967
331106,The Witcher: Old World,2023,333,7.16121,7.90651,8220,0,,,,,,,73,,2.8808,11.811,11.811,5.51181,8.37757
146508,T.I.M.E Stories,2015,335,7.15378,7.35486,28516,0,,,,,,,95,,2.5882,11.811,11.811,2.95276,3.95509
108745,Seasons,2012,336,7.1537,7.3391,26137,0,,,,,,260,,,2.783,11.25,11.25,3,2.725
318184,Imperium: Classics,2021,337,7.15367,7.68639,8227,0,,,,,,223,,,3.6118,7.51969,11.0236,3.0315,2.69405
139976,Cthulhu Wars,2015,338,7.15352,7.8391,6703,0,,,,,,222,56,,3.1452,11.811,15.748,3.93701,13.2277
302723,Forgotten Waters,2020,339,7.15346,7.75924,6844,0,,,,,,,55,,2.0992,11.625,11.625,2.875,4.00359
370591,Dorfromantik: The Board Game,2022,340,7.15328,7.60582,9785,0,,,,69,,,,,1.6408,11.6142,11.6142,2.83465,3.03577
92828,Dixit: Odyssey,2011,341,7.15137,7.3854,22482,0,,,,,18,,,,1.1637,10.9055,10.9055,2.28346,1.98196
50,Lost Cities,1999,343,7.14884,7.25404,49791,0,,,,89,,,,,1.4747,7.8,7.8,1.25,1.058
329500,Unconscious Mind,2024,344,7.14431,7.91785,5519,0,,,,,,204,,,4.0091,12.4016,12.4016,3.0315,5.37487
46213,Telestrations,2009,345,7.14394,7.37519,20020,0,,,,,17,,,,1.0706,10.0394,10.0394,2.95276,2.51327
350316,Wayfarers of the South Tigris,2022,346,7.14388,7.79149,6194,0,,,,,,208,,,3.8192,11.6142,11.6142,2.79528,3.46567
160477,Onitama,2014,347,7.14366,7.34209,24263,0,20,,,,,,,,1.6627,3.8,10.5,3.8,1.37789
349067,The Lord of the Rings: The Card Game – Revised Core Set,2022,348,7.14035,8.44942,3430,0,,5,,,,,,,3.5809,10,11.5,3,3.4
332800,Summoner Wars (Second Edition),2021,349,7.13968,8.05589,4606,0,,7,,,,202,,,2.5714,11.7,11.7,2.8,3.30693
257499,Arkham Horror (Third Edition),2018,350,7.13928,7.67897,10629,0,,,,,,,74,,3.3719,11.625,11.625,2.875,4.40925
295374,Long Shot: The Dice Game,2022,351,7.13815,7.54644,9802,0,,,,72,,,,,1.942,5.27559,8.85827,1.88976,1.3
262211,Cloudspire,2019,352,7.13813,8.169,4209,0,,,,,,193,,,4.393,11.44,13.44,5.81,14.6
172,For Sale,1997,353,7.1373,7.26347,33494,0,,,,86,,,,,1.2508,6.25,8.5,2,0.79366
155068,Arcadia Quest,2014,355,7.13597,7.58864,10729,0,,,,,,,78,,2.5335,12.2,12.2,4.2,5
111341,The Great Zimbabwe,2012,356,7.13418,7.84351,5301,0,,,,,,197,,,3.6848,8.66142,12.2047,2.2,2.2
176734,The Manhattan Project: Energy Empire,2016,357,7.1332,7.72763,6497,0,,,,,,218,,,3.0281,8.94,11.54,2.64,4
66589,Navegador,2010,358,7.13168,7.53138,9572,0,,,,,,237,,,3.0833,11.0625,15.625,2.0625,3.1875
24181,Imperial,2006,359,7.13052,7.59168,8959,0,,,,,,230,,,3.5614,11.02,15.75,2.09,3.99
5,Acquire,1963,360,7.12823,7.35251,21699,0,,,,,,274,,,2.4908,8.4,11.5,2.1,2.20462
319966,The King Is Dead: Second Edition,2020,361,7.12632,7.60574,8194,0,,,,,,240,,,2.1646,7.44094,10.7874,1.61417,1.23459
129622,Love Letter,2012,362,7.12375,7.22638,70787,0,,,,105,,,,,1.1848,4.72441,7.87402,2.16535,0.220462
345972,Cat in the Box: Deluxe Edition,2022,363,7.12294,7.46103,11806,0,,,,78,,,,,2.0407,5.11811,7.08661,1.5748,0.84658
97207,Dungeon Petz,2011,364,7.12291,7.38637,15455,0,,,,,,258,,,3.6316,11.7,11.7,2.8,3.30693
350933,The Guild of Merchant Explorers,2022,365,7.11994,7.64184,7340,0,,,,68,,234,,,2.0442,11.6142,11.6142,2.95276,2.54413
342810,Marrakesh,2022,366,7.11753,8.10414,3874,0,,,,,,183,,,3.4247,11.7323,17.0472,4.01575,7.85287
2653,Survive: Escape from Atlantis!,1982,367,7.11715,7.31151,27471,0,,,,92,,,,,1.6934,20,10,1.25,1.91802
38453,Space Alert,2008,368,7.11667,7.38099,16444,0,,,,,,,101,,2.971,9.06,12.8,2.76,3.30693
308119,Pax Renaissance: 2nd Edition,2021,369,7.11454,8.4096,3055,0,,,,,,170,,,4.6478,11.7323,11.6929,2.79528,4.40925
22545,Age of Empires III: The Age of Discovery,2007,370,7.11395,7.50302,10443,0,,,,,,251,,,3.1243,12.4409,15.748,3.66142,4.68482
54,Tikal,1999,371,7.11178,7.31911,21212,0,,,,,,279,,,2.7772,11.6929,16.9685,2.04724,2.97624
385529,The Vale of Eternity,2023,372,7.11164,7.60194,8343,0,,,,73,,250,,,2.149,10.0394,10.0394,2.3622,1.60056
47,Chinatown,1999,373,7.11085,7.44271,12183,0,,,,82,,266,,,2.2336,10.8,14.75,3,3.32
209685,Century: Spice Road,2017,374,7.11057,7.29605,27172,0,,,,93,,,,,1.8012,7.45,10.8,2.65,1.54324
184921,Bunny Kingdom,2017,375,7.10825,7.41201,14441,0,,,,84,,271,,,2.3,11.811,11.811,2.75591,2.09439
260180,Project L,2020,377,7.10779,7.45789,12313,0,15,,,83,,,,,1.5556,8.46457,8.46457,2.24409,2.21565
143693,Glass Road,2013,378,7.1069,7.4119,12533,0,,,,,,256,,,2.9566,9.01575,12.5197,2.51969,4.18878
276182,Dead Reckoning,2022,379,7.10635,8.1483,3792,0,,,,,,199,,,3.4458,11.2205,11.2205,5.90551,8.3467
154203,Imperial Settlers,2014,380,7.10597,7.29662,25148,0,,,,,,298,,,2.7716,11.6142,11.6142,2.83465,2.71609
136888,Bruges,2013,381,7.10597,7.42659,12131,0,,,,,,255,,,2.7517,8.86,12.4,2.76,2.61689
227789,Heaven & Ale,2017,382,7.10531,7.53292,9069,0,,,,,,247,,,3.1735,11.6142,11.6142,2.75591,2.64555
234277,Nusfjord,2017,383,7.10479,7.6386,7097,0,,,,,,239,,,2.8455,8.85827,15.748,2.75591,4.77742
163967,Tiny Epic Galaxies,2015,384,7.10358,7.324,21905,0,,,,,,316,,,2.1552,4.72441,7.08661,1.5748,0.694456
245655,The King's Dilemma,2019,385,7.1031,7.68677,6897,0,,,,,,,67,,2.2471,11.811,11.811,3.93701,5.51156
63888,Innovation,2010,386,7.10182,7.31344,19818,0,,,,,,288,,,2.7745,4.75,6.25,3,0.8
333255,Keep the Heroes Out!,2022,387,7.10174,7.92142,5405,0,,,,74,,,68,,2.5,11.0236,11.0236,2.75591,3.63542
54138,Imperial 2030,2009,388,7.10092,7.63762,7195,0,,,,,,242,,,3.5012,11.125,15.675,2.125,3.75
188866,Awkward Guests: The Walton Case,2016,389,7.10002,7.54779,9312,0,,,,80,,,,,2.3223,8.46457,12.7953,2.3622,3.96832
187617,Nemo's War (Second Edition),2017,390,7.09899,7.79512,5697,0,,,,,,,61,37,3.3,11.7,11.7,2.8,3.92
181279,Fury of Dracula (Third/Fourth Edition),2015,391,7.09879,7.39942,15309,0,,,,,,,99,,3.2853,11.6142,11.6142,2.75591,4.18878
285192,Destinies,2021,392,7.09768,7.67228,9723,0,,,,,,,82,,1.9275,11.6142,11.6142,2.95276,4.01462
93260,Summoner Wars: Master Set,2011,393,7.09504,7.47139,11120,0,,21,,,,281,,,2.5157,13.9,13.9,3,3.7
336986,Flamecraft,2022,394,7.0946,7.38625,19373,0,,,,103,,343,,,2.1848,11.6929,11.6929,2.83465,3.50976
379078,Expeditions,2023,395,7.09388,7.63902,7790,0,,,,,,253,,,3.0514,12.5984,15.3543,3.14961,5.29109
202426,Sidereal Confluence,2017,396,7.09244,7.76852,5896,0,,,,,,238,,,3.5708,11.7,11.7,2.8,4
48726,Alien Frontiers,2010,397,7.09036,7.34541,15498,0,,,,,,285,,,2.5668,11.5,11.5,2.75,3.93525
301880,Raiders of Scythia,2020,398,7.08973,7.70432,6576,0,,,,,,249,,,2.771,9.05512,9.05512,2.64,2
40692,Small World,2009,399,7.08935,7.19494,74113,0,,,,113,,344,,,2.3467,11.7,11.7,2.8,4.18878
59294,Runewars,2010,400,7.08843,7.60842,8535,0,,,,,,263,76,,3.7839,11.5,23,4,6
311988,Frostpunk: The Board Game,2022,401,7.08809,8.15076,4231,0,,,,,,225,54,,4.3846,12.5984,12.5984,5.62992,11.1686
336382,Marvel United: X-Men,2021,402,7.08687,7.99972,4438,0,,,,67,,,,,1.9912,10.2362,10.2362,2.75591,2.56177
203420,EXIT: The Game – The Abandoned Cabin,2016,403,7.08678,7.41,11962,0,,,,,,,86,,2.5515,7.08661,5.11811,1.5748,0.551156
172081,Burgle Bros.,2015,404,7.08274,7.41324,12334,0,,,,91,,,113,,2.3161,4.33071,7.08661,2.95276,1.7637
318084,Furnace,2020,405,7.08162,7.39156,12743,0,,,,,,276,,,2.3231,7.6378,10.9055,2.6378,1.32277
25292,Merchants & Marauders,2010,406,7.08032,7.38902,14642,0,,,,,,,109,,3.2566,11.7,11.7,3,4.55255
21241,Neuroshima Hex,2006,407,7.08002,7.38564,15590,0,,,,,,312,,,2.6091,11.7,11.7,2.8,1.98416
304420,Bonfire,2020,408,7.07834,7.60794,7373,0,,,,,,254,,,3.6243,8.89764,12.4803,2.87402,4.49743
172818,Above and Below,2015,409,7.07786,7.34758,16882,0,,,,,,318,125,,2.5163,11.7,11.7,2.8,4
345584,Mindbug: First Contact,2022,410,7.07756,7.59283,8351,0,,,,87,,280,,,1.9395,5.03937,7.00787,1.5748,0.559974
193037,Dead of Winter: The Long Night,2016,411,7.07517,7.51042,10401,0,,,,,,,94,,3.3462,11.6142,11.6142,2.75591,3.828
